"","ISO","Language","Dialect","Genetics","Speakers","Method","Quantity","Harmony.","Vowels","Structure","Peripheral","Nonperipheral","F1Centroid","F1CentroidPosition","F1UCA","F2Centroid","F2CentroidPosition","F2UCA","combined.label","vnum","vowel","ps","f1","f2","f3","f4","id","f1.bark","f2.bark"
"244.7","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Long","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",7,"u","",366,740,"2548","",244,3.68859845227859,6.81792592592593
"244.8","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Long","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",8,"_","",417,1430,"2558","",244,4.1733108960875,10.7792330383481
"244.9","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Long","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",9,"_","",510,1290,"2500","",244,5.00566801619433,10.1115076923077
"245.1","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",1,"i","",367,2117,"2823","",245,3.69830683283197,13.3912092224675
"245.2","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",2,"e","",461,1913,"2575","",245,4.57508467575382,12.7123263619933
"245.3","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",3,"æ","",648,1672,"2348","",245,6.13138036809816,11.8120484581498
"245.4","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",4,"a","",692,1286,"2474","",245,6.46567119155354,10.0915834873691
"245.5","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",5,"_","",620,992,"2593","",245,5.91271317829457,8.47932249322493
"245.6","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",6,"o","",494,866,"2612","",245,4.86696006519967,7.68566171266808
"245.7","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",7,"u","",357,723,"2570","",245,3.60084592145015,6.69461051062244
"245.8","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",8,"_","",403,1299,"2533","",245,4.04233601354211,10.1561583307763
"245.9","tha","Thai","Standard","Kradai>Tai>SouthWestern>EastCentral>ChiangSaeng","1","Isolation","Short","No",9,"7S2",7,2,"502.4444444","0.515049226","453.445","1378.222222","0.429653916","1319.275","tha Standard Isolation",9,"_","",536,1205,"2556","",245,5.22727564102564,9.67728278041074
"247.1","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",1,"i","",295,2206,"XXX","",247,2.97729490022173,13.6665578492559
"247.2","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",2,"e","",396,2030,"XXX","",247,3.97626485568761,13.1101754385965
"247.3","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",3,"_","",409,1990,"XXX","",247,4.09865766146053,12.9768101265823
"247.4","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",4,"_","",603,1787,"XXX","",247,5.77761997658993,12.256087536696
"247.5","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",5,"a","",761,1412,"XXX","",247,6.96812936420434,10.6964887307236
"247.6","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",6,"_","",591,1052,"XXX","",247,5.68117600940807,8.8339176626826
"247.7","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",7,"o","",450,1019,"XXX","",247,4.47601659751037,8.64065793890567
"247.8","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",8,"_","",403,781,"XXX","",247,4.04233601354211,7.10904049616928
"247.9","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",9,"u","",332,943,"XXX","",247,3.35347294938918,8.17886324491905
"247.10","tlj","Lubwisi","","NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>HayaJita","3","Wordlist","Uniform","Yes",10,"9S1",9,1,"492.9","0.424678112","477.206","1462","0.477894737","1338.175","tlj  Wordlist",10,"_","",689,1400,"XXX",NA,247,6.44323140807852,10.6408333333333
"248.1","top","Totonac","Papantla","Totonacan","2","Wordlist","Combined","No",3,"3S0",3,0,"466.3333333","0.350098619","480.158","1560.333333","0.474196946","1455.006","top Papantla Wordlist",1,"i","",348,2226,"2832","",248,3.51240901213172,13.7268227424749
"248.2","top","Totonac","Papantla","Totonacan","2","Wordlist","Combined","No",3,"3S0",3,0,"466.3333333","0.350098619","480.158","1560.333333","0.474196946","1455.006","top Papantla Wordlist",2,"a","",686,1495,"2517","",248,6.42074074074074,11.0708538350217
"248.3","top","Totonac","Papantla","Totonacan","2","Wordlist","Combined","No",3,"3S0",3,0,"466.3333333","0.350098619","480.158","1560.333333","0.474196946","1455.006","top Papantla Wordlist",3,"u","",365,960,"2644","",248,3.67888172043011,8.28424657534247
"249.1","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",1,"i","i",354,2294,"","",249,3.5714433880726,13.9274847202633
"249.2","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",2,"e","_",415,2168,"","",249,4.1546947368421,13.5504457364341
"249.3","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",3,"a","a",792,1320,"","",249,7.18566860465116,10.2593902439024
"249.4","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",4,"o","_",406,990,"","",249,4.0705325443787,8.46725423728813
"249.5","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",5,"u","u",370,915,"","",249,3.72738197424893,8.00257391304348
"249.6","trv","Truku","Hualian","Austronesian>NorthernFormosan>Atayalic","3","Wordlist","Uniform","No",6,"5S1",5,1,"460","0.242009132","525.258","1552.333333","0.462170655","1454.189","trv Hualian Wordlist",6,"_","_",423,1627,"","",249,4.22897188417961,11.6305436297742
"250.1","tsg","Tausug","Sulu","Austronesian>MalayoPolynesian>Philipine>CentralPhilipine>Mansakan","4","Meaningful sentence","Long","No",3,"3S0",3,0,"539","0.363636364","549.836","1483.333333","0.46211571","1385.407","tsg Sulu Meaningful sentence",1,"i","",395,2224,"2885","",250,3.9667940552017,13.7208221797323
"250.2","tsg","Tausug","Sulu","Austronesian>MalayoPolynesian>Philipine>CentralPhilipine>Mansakan","4","Meaningful sentence","Long","No",3,"3S0",3,0,"539","0.363636364","549.836","1483.333333","0.46211571","1385.407","tsg Sulu Meaningful sentence",2,"a","",791,1379,"2468","",250,7.17872773536896,10.5424737945493
"250.3","tsg","Tausug","Sulu","Austronesian>MalayoPolynesian>Philipine>CentralPhilipine>Mansakan","4","Meaningful sentence","Long","No",3,"3S0",3,0,"539","0.363636364","549.836","1483.333333","0.46211571","1385.407","tsg Sulu Meaningful sentence",3,"u","",431,847,"2592","",250,4.30275198661648,7.55980049875312
"251.1","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",1,"i","",306,1980,"2739","",251,3.09041482789056,12.9430456852792
"251.2","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",2,"e","",372,1898,"2549","",251,3.74672384219554,12.6595749092794
"251.3","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",3,"_","",463,1822,"2359","",251,4.59300041271151,12.3858699101005
"251.4","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",4,"a","",715,1329,"2342","",251,6.63603738317757,10.3032289449681
"251.5","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",5,"_","",477,929,"2230","",251,4.71758719737382,8.09114572516442
"251.6","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",6,"o","",392,833,"2307","",251,3.93833333333333,7.4659649122807
"251.7","tsn","Setswana","","NigerCongo>AtlanticCongo>BenueCongoBantoid>Southern>Bantu>Central>Southern>SothoTswana","5","Wordlist","Uniform","No",7,"7S0",7,0,"431.1428571","0.327352742","458.002","1400.857143","0.495080334","1281.477","tsn  Wordlist",7,"u","",293,1015,"2267","",251,2.95660896582335,8.61694117647059
"252.1","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",1,"i","",369,2157,"2864","",252,3.71769858308287,13.5164342968181
"252.2","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",2,"e","",499,2032,"2597","",252,4.91050020333469,13.1167735470942
"252.3","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",3,"a","",805,1385,"2620","",252,7.27544303797468,10.5707025411061
"252.4","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",4,"o","",539,983,"2576","",252,5.25254901960784,8.42488617057425
"252.5","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",5,"u","",407,915,"2464","",252,4.07991550485847,8.00257391304348
"252.6","tsu","Tsou","Tfuea","Austronesian>TsouRukai>Tsouic","8","Wordlist","Uniform","No",6,"5S1",5,1,"508","0.318807339","539.476","1485.5","0.459339775","1400.622","tsu Tfuea Wordlist",6,"_","",429,1441,"2454","",252,4.28435328589368,10.8293678329903
"253.1","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",1,"i","",286,2178,"2943","",253,2.88391807658059,13.5812083131948
"253.2","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",2,"e","",486,1834,"2614","",253,4.79692559280458,12.429815498155
"253.3","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",3,"a","",629,1259,"2706","",253,5.98351487060641,9.9557999378689
"253.4","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",4,"o","",468,1064,"2695","",253,4.63766062602965,8.90314814814815
"253.5","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",5,"u","",310,909,"2401","",253,3.13127753303965,7.96434994771697
"253.6","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",6,"ü(y)","",372,1633,"2369","",253,3.74672384219554,11.6550069579738
"253.7","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",7,"ö(ø)","",544,1517,"2549","",253,5.29453674121406,11.1670865688812
"253.8","tur","Turkish","Istanbul","Altaic>Turkic>Oghuz>Western","15","Isolation","Uniform","Yes",8,"5S3",5,3,"454","0.489795918","420.113","1496.375","0.46286446","1405.179","tur Istanbul Isolation",8,"ı(_)","",537,1577,"2722","",253,5.23570684821786,11.423454905287
"256.1","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",1,"i","",333,2083,"","",256,3.36347143480157,13.2828196883502
"256.2","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",2,"_","",469,2031,"","",256,4.64657060518732,13.1134753194688
"256.3","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",3,"a","",625,1537,"","",256,5.9521083172147,11.2535201601373
"256.4","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",4,"_","",480,857,"","",256,4.74409836065574,7.62625488107916
"256.5","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",5,"u","",373,730,"","",256,3.75638234033433,6.74557620817844
"256.6","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",6,"_","",379,1602,"","",256,3.81415989739205,11.5277259966311
"256.7","udm","Udmurt","Izhevsk","Uralic>FinnoUgric>FinnoPermic>Permic","1","Wordlist","Uniform","No",7,"5S2a",5,2,"452.4285714","0.409001957","447.172","1500","0.569105691","1259.023","udm Izhevsk Wordlist",7,"œ","",508,1660,"","",256,4.98842787682334,11.7640883977901
"257.1","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",1,"i","",270,2000,"2933","",257,2.71605381165919,13.010404040404
"257.2","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",2,"e","",367,1833,"2583","",257,3.69830683283197,12.4261639862905
"257.3","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",3,"_","",567,1583,"2567","",257,5.48554016620499,11.4486141687835
"257.4","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",4,"_","",587,1027,"2133","",257,5.64882606988614,8.68790090391697
"257.5","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",5,"o","",437,883,"","",257,4.35776387150605,7.79684839957791
"257.6","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",6,"u","",353,820,"","",257,3.56162559446606,7.37798561151079
"257.7","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",7,"y","",307,1700,"2267","",257,3.1006440229378,11.9227322404372
"257.8","uig","Uyghur","","Altaic>Turkic>Uyghuric","3","Wordlist","Uniform","No",8,"6L2",6,2,"409.375","0.43966877","393.947","1428.25","0.515466102","1281.38","uig  Wordlist",8,"ø","",387,1580,"2283","",257,3.89073711120579,11.4360451977401
"258.1","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",1,"i","",280,2300,"3000","3550",258,2.82125,13.944882629108
"258.2","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",2,"_","",350,2100,"2450","3640",258,3.53212121212121,13.3372413793103
"258.3","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",3,"_","",520,1630,"2200","3600",258,5.09145161290323,11.6427855153203
"258.4","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",4,"a","",750,1200,"2100","3500",258,6.88974169741697,9.65101265822785
"258.5","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",5,"o","",450,750,"2420","3460",258,4.47601659751037,6.88974169741697
"258.6","ukr","Ukrainian","Standard","IndoEuropean>BaltoSlavic>Slavic>Eastern","1","Wordlist","Uniform","No",6,"6L0",6,0,"450","0.361702128","463.77","1430","0.488235294","1264.7","ukr Standard Wordlist",6,"u","",350,600,"2470","3630",258,3.53212121212121,5.75359375
"260.1","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",1,"i","",288,2297,"2939","",260,2.90473309608541,13.936189805027
"260.2","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",2,"e","",397,2134,"2684","",260,3.98572761985575,13.4447288715193
"260.3","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",3,"æ","",594,1839,"2563","",260,5.70537196554424,12.4480442221637
"260.4","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",4,"a","",710,1137,"2648","",260,6.59925093632959,9.31274136260897
"260.5","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",5,"_","",541,922,"2524","",260,5.26936425429828,8.04696738376128
"260.6","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",6,"o","",427,849,"2506","",260,4.26592375366569,7.57312922748309
"260.7","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Long","No",7,"7S0",7,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",7,"u","",343,818,"2413","",260,3.46297872340426,7.36437724982001
"259.1","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Short","No",4,"4L0",4,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",1,"_","",418,1967,"2589","",259,4.18260723296888,12.8988948306595
"259.2","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Short","No",4,"4L0",4,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",2,"_","",547,1823,"2628","",259,5.31964898284803,12.389542690986
"259.3","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Short","No",4,"4L0",4,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",3,"_","_",652,1336,"2576","",259,6.1622358346095,10.3371601941748
"259.4","urd","Urdu","","IndoEuropean>IndoIranian>IndoAryan>Central>WesternHindi>Khariboli","5","Wordlist","Short","No",4,"4L0",4,0,"485.4545455","0.467901766","453.002","1468","0.439486139","1396.289","urd  Wordlist",4,"_","",423,1026,"2409","",259,4.22897188417961,8.6820093770931
"261.1","vec","Venetian","Padua","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic","?","Wordlist","Uniform","No",7,"7S0",7,0,"447.2857143","0.354106743","463.777","1528","0.387138264","1534.005","vec Padua Wordlist",1,"i","",289,2481,"","",261,2.91512672298799,14.4476199054267
"261.2","vec","Venetian","Padua","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic","?","Wordlist","Uniform","No",7,"7S0",7,0,"447.2857143","0.354106743","463.777","1528","0.387138264","1534.005","vec Padua Wordlist",2,"e","",379,2117,"","",261,3.81415989739205,13.3912092224675
"261.3","vec","Venetian","Padua","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic","?","Wordlist","Uniform","No",7,"7S0",7,0,"447.2857143","0.354106743","463.777","1528","0.387138264","1534.005","vec Padua Wordlist",3,"_","",473,1959,"","",261,4.68213727907933,12.8715794845624
"261.4","vec","Venetian","Padua","IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic","?","Wordlist","Uniform","No",7,"7S0",7,0,"447.2857143","0.354106743","463.777","1528","0.387138264","1534.005","vec Padua Wordlist",4,"a","",736,1312,"","",261,6.78905044510386,10.2202200488998
