"","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore"
"450","Ferreñafe Quechua","quf","saphon","2025",TRUE,0,3,19,10,16,"lamb1276","Quechuan",-6.1715,-79.468,44,53,0.0140550492327117,"Quechuan","Quechuan","Andean",27
"451","FIJIAN","fij","upsid","328",TRUE,0,12,30,19,18,"fiji1243","Austronesian",-18,178.33,38,189,0.0174856085431235,"Austronesian","Austronesian","Oceania",28
"452","Filipino","fil","ph","1212",TRUE,0,10,27,17,17,"fili1244","Austronesian",12.265,123.464,53,160,0.0187538693589744,"Austronesian","Austronesian","Oceania",21
"453","Finnish","fin","spa","180",TRUE,0,17,42,26,25,"finn1318","Uralic",64.7628,25.5577,80,108,0.00509239603632479,"Uralic","Uralic","Inner Asia",24
"454","Fipa","fip","gm","1659",TRUE,1,14,35,21,21,"fipa1238","Atlantic-Congo",-7.88963,31.3442,43,111,0.0118491332435897,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"455","Foodo","fod","gm","1310",TRUE,3,18,44,26,26,"food1238","Atlantic-Congo",9.56489,1.40486,52,96,0.0158915132358197,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"456","Forest Enets","enf","ea","2469",TRUE,0,8,33,16,25,"fore1265","Uralic",69.9829,88.2121,83,141,0.00329832484252137,"Uralic","Uralic","Inner Asia",26
"457","fɔn","fon","aa","711",TRUE,4,14,42,21,28,"fonn1241","Atlantic-Congo",7.15484,1.66495,51,96,0.0176471657653458,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"458","French","fra","uz","2182",TRUE,0,16,36,23,20,"stan1290","Indo-European",48,2,72,96,0.00749480334362859,"Indo-European","Indo-European","Europe",22
"459","Frisian","frr","ph","1111",TRUE,0,19,42,27,23,"nort2626","Indo-European",54.6409,8.58489,75,100,0.0063776429949495,"Indo-European","Indo-European","Europe",21
"460","Frisian","fry","ea","2470",TRUE,0,29,51,36,22,"west2354","Indo-European",53.143,5.86091,74,98,0.00702505466802642,"Indo-European","Indo-European","Europe",26
"461","Friulian","fur","ph","1231",TRUE,0,14,39,21,25,"friu1240","Indo-European",46.1473,13.0493,71,102,0.00823233148815074,"Indo-European","Indo-European","Europe",21
"462","fulfulde","ffm","aa","714",TRUE,0,10,37,18,27,"maas1239","Atlantic-Congo",11.1324,-3.64763,53,93,0.0137315616326729,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"463","fulfulde","fuh","aa","715",TRUE,0,5,32,13,27,"west2454","Atlantic-Congo",14.2471,-0.52004,54,95,0.0116200772995338,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"464","fulfulde","fuq","aa","713",TRUE,0,10,37,18,27,"cent2018","Atlantic-Congo",15.0907,8.43261,55,99,0.00964279182847708,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"465","fulfulde (NGA)","fuv","gm","1254",TRUE,0,10,57,24,47,"nige1253","Atlantic-Congo",10.9972,11.1188,53,101,0.0122868704384227,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"466","Fuliiru","flr","gm","1651",TRUE,2,10,36,17,26,"fuli1240","Atlantic-Congo",-3.04022,28.9865,45,110,0.0147102945167055,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"467","FUR","fvr","upsid","333",TRUE,0,11,30,19,19,"furr1244","Furan",12.0455,23.6401,53,107,0.0140559347261072,"Furan","Furan","African Savannah",28
"468","Furu","fuu","ph","878",TRUE,0,10,41,19,31,"furu1242","Central Sudanic",4.485,20.6448,49,106,0.0178358239063714,"Central Sudanic","Central Sudanic","S Africa",21
"469","Fwe","fwe","ph","852",TRUE,0,10,60,25,50,"fwee1238","Atlantic-Congo",-17.72372,24.43151,38,108,0.00960946887451437,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"470","Ga","gaa","spa","141",TRUE,3,13,47,25,34,"gaaa1244","Atlantic-Congo",5.65488,-0.18598,50,95,0.0184863100097125,"Atlantic-Congo","Atlantic-Congo","African Savannah",24
"471","Gaahmg","tbi","gm","1616",TRUE,3,12,49,26,37,"gaam1241","Eastern Jebel",11.4674,33.9797,53,113,0.0143162970963481,"Eastern Jebel","Eastern Jebel","African Savannah",23
"472","Gadaba","gdb","ea","2543",TRUE,0,20,39,28,19,"pott1240","Dravidian",18.5968,82.7586,57,138,0.0130771218424631,"Dravidian","Dravidian","Indic",26
"473","Gade-Lohar","gda","ra","1721",TRUE,0,19,50,28,31,"gade1236","Indo-European",25.8583,78.2187,60,136,0.0104341761015929,"Indo-European","Indo-European","Indic",29
"474","Gadsup","gaj","spa","56",TRUE,4,6,19,9,13,"gads1258","Nuclear Trans New Guinea",-6.31631,145.997,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",24
"475","Gagauz","gag","ea","2331",TRUE,0,13,46,20,33,"gaga1249","Turkic",44.5988,28.0277,70,110,0.00855602493706294,"Turkic","Turkic","Europe",26
"476","Galician","glg","ph","1141",TRUE,0,8,28,18,20,"gali1258","Indo-European",42.2446,-7.5343,69,91,0.00878987800058275,"Indo-European","Indo-European","Europe",21
"477","Galke","gke","gm","1348",TRUE,3,22,57,30,35,"ndai1238","Atlantic-Congo",8.09039,14.2888,51,103,0.014364369209596,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"478","Galla","gax","gm","1362",TRUE,0,10,36,17,26,"bora1271","Afro-Asiatic",1.05676,37.882,48,115,0.0118025208269231,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"479","Gallong","adl","ra","1722",TRUE,0,12,29,19,17,"galo1242","Sino-Tibetan",27.749,96.311,61,146,0.0133136857622378,"Sino-Tibetan","Sino-Tibetan","Indic",29
"480","Gamo","gmv","gm","1481",TRUE,0,10,36,16,26,"gamo1243","Ta-Ne-Omotic",6.27645,37.23808,50,115,0.0127948201095571,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",23
"481","gangam","gng","aa","718",TRUE,3,14,39,23,25,"ngan1299","Atlantic-Congo",10.2523,0.70509,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"482","Garadjari","gbd","ph","879",TRUE,0,3,20,15,17,"kara1476","Pama-Nyungan",-18.6771,122.334,37,159,0.00991896459615385,"Pama-Nyungan","Pama-Nyungan","N Australia",21
"483","GARAWA","wrk","upsid","337",TRUE,0,3,22,16,19,"gara1269","Garrwan",-17.4504,137.72014,38,167,0.00936992965481741,"Garrwan","Garrwan","N Australia",28
"484","Garo","grt","spa","24",TRUE,0,5,26,15,21,"garo1247","Sino-Tibetan",25.2954,90.462,60,142,0.0150596336587024,"Sino-Tibetan","Sino-Tibetan","Indic",24
"485","Gavar","gou","gm","1577",TRUE,3,5,55,14,50,"gava1241","Afro-Asiatic",10.5603,13.8188,52,102,0.0133330583438228,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"486","Gavião do Jiparaná","gvo","saphon","2080",TRUE,0,10,29,17,19,"gavi1246","Tupian",-10.7235,-61.6752,41,63,0.015418129460373,"Tupian","Tupian","NE South America",27
"487","Gavião do Pará","gvp","saphon","1958",TRUE,0,10,21,15,11,"para1315","Nuclear-Macro-Je",-4.91161,-49.0217,44,69,0.0174029891000388,"Nuclear-Macro-Je","Nuclear-Macro-Je","NE South America",27
"488","Gayo","gay","ph","1052",TRUE,0,8,27,16,19,"gayo1244","Austronesian",4.3733,97.3456,49,146,0.0178769787839938,"Austronesian","Austronesian","Southeast Asia",21
"489","Gban","ggu","gm","1562",TRUE,4,12,36,17,24,"gagu1242","Mande",6.40859,-5.51851,50,92,0.0181313548445998,"Mande","Mande","African Savannah",23
"490","Gbari","gby","ph","880",TRUE,0,7,31,12,24,"gbar1246","Atlantic-Congo",8.46411,7.10757,51,99,0.0174586344959207,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"491","gbaya","gya","aa","719",TRUE,4,19,53,29,34,"nort2775","Atlantic-Congo",5.9503,15.2569,50,103,0.0159599510994561,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"492","gbesi","gbs","gm","1282",TRUE,3,15,47,24,32,"gbes1238","Atlantic-Congo",6.55911,2.0269,50,96,0.0186830117715618,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"493","Gbeya","gbp","spa","148",TRUE,2,12,45,23,33,"gbay1287","Atlantic-Congo",6.61896,17.645,50,104,0.0164806996134421,"Atlantic-Congo","Atlantic-Congo","African Savannah",24
"494","Gechode","acd","gm","1302",TRUE,0,22,51,31,29,"giky1238","Atlantic-Congo",8.39478,0.56975,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"495","GELAO","gqu","upsid","340",TRUE,0,12,43,18,31,"qaua1234","Tai-Kadai",26.155438,106.16455,61,151,0.0115395835400155,"Tai-Kadai","Tai-Kadai","Southeast Asia",28
"496","Genyanga","ayg","gm","1303",TRUE,0,22,53,33,31,"giny1241","Atlantic-Congo",8.2327,0.98348,51,96,0.0176471657653458,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"497","georgian","kat","uz","2183",TRUE,0,5,33,9,28,"nucl1302","Kartvelian",41.850397,43.78613,69,118,0.00679422693356643,"Kartvelian","Kartvelian","Greater Mesopotamia",22
"498","German","deu","uz","2184",TRUE,0,18,40,23,22,"stan1295","Indo-European",48.649,12.4676,72,102,0.00657705152700078,"Indo-European","Indo-European","Europe",22
"499","gɛn-mina","gej","aa","721",TRUE,3,14,44,21,30,"genn1243","Atlantic-Congo",6.25971,1.67727,50,96,0.0186830117715618,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"500","Gheg Albanian","aln","ea","2358",TRUE,0,14,43,21,29,"gheg1238","Indo-European",42.317,21.3837,69,106,0.00800005438850039,"Indo-European","Indo-European","Europe",26
"501","Gimira","bcq","gm","1477",TRUE,5,5,56,12,51,"benc1235","Ta-Ne-Omotic",7.04682,35.7673,51,114,0.0142825420796426,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",23
"502","Giryama","nyf","gm","1589",TRUE,2,5,47,14,42,"giry1241","Atlantic-Congo",-3.30638,39.6648,45,116,0.0159794159071484,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"503","Gisiga","gis","gm","1624",TRUE,5,3,37,9,34,"nort3047","Afro-Asiatic",10.6755,14.219,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"504","Glavda","glw","gm","1543",TRUE,2,7,43,15,36,"glav1244","Afro-Asiatic",11.1334,13.8652,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"505","gLo Tibetan","loy","ea","2263",TRUE,0,8,43,18,35,"lowa1242","Sino-Tibetan",29.0324,83.8959,62,139,0.0106403479203574,"Sino-Tibetan","Sino-Tibetan","Indic",26
"506","Goajiro","guc","spa","109",TRUE,0,18,46,28,28,"wayu1243","Arawakan",11.395566,-72.199791,53,57,0.0172826348776224,"Arawakan","Arawakan","NE South America",24
"507","godié","god","aa","723",TRUE,3,13,42,21,29,"godi1239","Atlantic-Congo",5.3944,-5.82696,50,92,0.0181313548445998,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"508","Godoberi","gdo","ea","2565",TRUE,0,11,66,16,55,"ghod1238","Nakh-Daghestanian",42.7428,46.2252,69,119,0.00654397926787102,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",26
"509","Gojri; Gujari; Gujar","gju","ph","1112",TRUE,0,18,50,28,32,"guja1253","Indo-European",34.3768,73.1461,65,133,0.00991347902719503,"Indo-European","Indo-European","Indic",21
"510","Golin","gvf","ph","881",TRUE,0,10,23,16,13,"goli1247","Nuclear Trans New Guinea",-6.2249,144.8505,44,171,0.0169529563714064,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",21
"511","gonja","gjn","aa","724",TRUE,2,14,39,22,25,"gonj1241","Atlantic-Congo",8.48801,-0.72757,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"512","Gorum","pcj","ea","2364",TRUE,0,10,26,18,16,"pare1266","Austroasiatic",19.075,83.9723,57,139,0.0150810996111111,"Austroasiatic","Austroasiatic","Indic",26
"513","Gouro","goa","gm","1605",TRUE,3,28,57,35,29,"guro1248","Mande",7.34954,-6.31154,51,92,0.0173445690705128,"Mande","Mande","African Savannah",23
"514","grebo","gbo","aa","725",TRUE,4,13,36,20,23,"nort2810","Atlantic-Congo",5.17103,-8.1409,50,91,0.0180367070260295,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"515","Greek","ell","uz","2186",TRUE,0,5,41,13,36,"mode1248","Indo-European",42.3224,24.8699,69,108,0.00697476707983683,"Indo-European","Indo-European","Europe",22
"516","greek Thrace Xoraxane Romane","rmy","uz","2228",TRUE,0,12,39,17,27,"vlax1238","Indo-European",46.8191,14.8451,71,103,0.00816717954778555,"Indo-European","Indo-European","Europe",22
"517","Gtaʔ","gaq","ea","2435",TRUE,0,17,40,23,23,"gata1239","Austroasiatic",18.6076,82.984,57,139,0.0150810996111111,"Austroasiatic","Austroasiatic","Indic",26
"518","Gu'de","gde","gm","1578",TRUE,2,4,36,10,32,"gude1246","Afro-Asiatic",10.2138,13.403,52,102,0.0133330583438228,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"519","Guahibo","guh","saphon","1911",TRUE,0,18,35,24,17,"guah1255","Guahiboan",5.81736,-68.9839,50,59,0.0186658699378399,"Guahiboan","Guahiboan","NE South America",27
"520","Guajá","gvj","saphon","2081",TRUE,0,12,24,17,12,"guaj1256","Tupian",-3.93574,-46.3683,45,71,0.0173550512296037,"Tupian","Tupian","NE South America",27
"521","Guajajara","gub","ph","882",TRUE,0,7,21,13,14,"guaj1255","Bookkeeping",-4.69461,-45.7081,45,71,0.0173550512296037,"Bookkeeping","Bookkeeping","NE South America",21
"522","Guambiano","gum","saphon","1855",TRUE,0,5,25,13,20,"guam1248","Barbacoan",2.55849,-76.582,48,55,0.0150354835897436,"Barbacoan","Barbacoan","Andean",27
"523","Guarani","gug","spa","119",TRUE,0,12,36,21,24,"para1311","Tupian",-25.60551,-57.08816,34,65,0.0138442504421134,"Tupian","Tupian","SE South America",24
"524","Guarayu","gyr","saphon","2085",TRUE,0,12,26,17,14,"guar1292","Tupian",-15.8247,-61.6934,39,63,0.014006655298951,"Tupian","Tupian","NE South America",27
"525","Guayabero","guo","saphon","1912",TRUE,0,6,22,12,16,"guay1257","Guahiboan",2.8969,-71.844,48,57,0.0177057886519037,"Guahiboan","Guahiboan","NE South America",27
"526","GUGU-YALANDYI","gvn","upsid","349",TRUE,0,3,16,12,13,"kuku1273","Pama-Nyungan",-16.0036,145.188,39,171,0.014455672206488,"Pama-Nyungan","Pama-Nyungan","N Australia",28
"527","Gujarati","guj","ea","2452",TRUE,0,19,58,27,39,"guja1252","Indo-European",22.687,71.0962,59,132,0.016348565530303,"Indo-European","Indo-European","Indic",26
"528","gulmancema ","gux","aa","727",TRUE,3,10,33,18,23,"gour1243","Atlantic-Congo",11.6711,1.28489,53,96,0.0136886278916084,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"529","Gumuz","guk","gm","1475",TRUE,0,10,44,18,34,"gumu1244","Gumuz",11.05,35.93,53,114,0.0141717241503496,"Gumuz","Gumuz","Greater Abyssinia",23
"530","Gunwinggu","gup","ph","883",TRUE,0,5,24,18,19,"gunw1252","Gunwinyguan",-12.3398,133.358,41,165,0.0157860214772727,"Gunwinyguan","Gunwinyguan","N Australia",21
"531","Gurung","gvr","ea","2344",TRUE,0,24,53,32,29,"guru1261","Sino-Tibetan",27.41687,86.28988,61,140,0.0132493651773504,"Sino-Tibetan","Sino-Tibetan","Indic",26
"532","Gutob","gbj","ea","2576",TRUE,0,17,36,23,19,"bodo1267","Austroasiatic",18.3857,82.771,56,138,0.0153511073811189,"Austroasiatic","Austroasiatic","Indic",26
"533","Gwandara (Karshi)","gwn","gm","1352",TRUE,8,10,46,16,36,"gwan1268","Afro-Asiatic",9.20464,7.49931,52,99,0.0155803042078477,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"534","GWARI","gbr","upsid","339",TRUE,0,6,26,12,20,"gbag1258","Atlantic-Congo",9.29842,6.90495,52,99,0.0155803042078477,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"535","Hadiyya","hdy","gm","1363",TRUE,0,10,56,22,46,"hadi1240","Afro-Asiatic",7.57377,37.7577,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"536","Haida","hdn","spa","67",TRUE,0,3,50,15,47,"nort2938","Haida",54.004532,-132.079257,75,26,0.00664493083255633,"Haida","Haida","Alaska-Oregon",24
"537","Hakka Chinese","hak","uz","2165",TRUE,5,7,47,17,40,"hakk1236","Sino-Tibetan",25,116,60,156,0.0142413648747086,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",22
"538","Halbi","hlb","ra","1727",TRUE,0,13,42,20,29,"halb1244","Indo-European",20.3081,81.3742,57,138,0.0130771218424631,"Indo-European","Indo-European","Indic",29
"539","HAMER","amf","upsid","218",TRUE,0,10,35,18,25,"hame1242","South Omotic",5.06515,36.5176,50,114,0.0141407516427739,"South Omotic","South Omotic","Greater Abyssinia",28
"540","hanga","hag","aa","728",TRUE,0,6,29,14,23,"hang1258","Atlantic-Congo",9.33929,-1.57833,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"541","Hanga Hundi; Kwasengen; West Wosera","wos","ph","1064",TRUE,0,7,23,14,16,"hang1263","Ndu",-3.90364,142.849,45,170,0.0174953291414141,"Ndu","Ndu","N Coast New Guinea",21
"542","Harari","har","gm","1397",TRUE,0,9,34,16,25,"hara1271","Afro-Asiatic",9.30485,42.1332,52,117,0.0113516193735431,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"543","Hausa","hau","uz","2188",TRUE,4,10,46,17,36,"haus1257","Afro-Asiatic",11.1513,8.7804,53,100,0.0128904896153846,"Afro-Asiatic","Afro-Asiatic","African Savannah",22
"544","Hawaiian","haw","spa","43",TRUE,0,10,19,14,9,"hawa1245","Austronesian",19.6297,-155.43,57,13,0.0158820471678322,"Austronesian","Austronesian","Oceania",24
"545","Haya","hay","ph","884",TRUE,0,10,29,16,19,"haya1250","Atlantic-Congo",-1.70878,31.4846,46,112,0.0130603359019037,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"546","Hayu","vay","ea","2396",TRUE,0,28,54,36,26,"wayu1241","Sino-Tibetan",27.3047,86.1227,61,140,0.0132493651773504,"Sino-Tibetan","Sino-Tibetan","Indic",26
"547","Hebrew","heb","uz","2189",TRUE,0,5,27,10,22,"hebr1245","Afro-Asiatic",31.1056,35.0179,63,113,0.00784912093278943,"Afro-Asiatic","Afro-Asiatic","Greater Mesopotamia",22
"548","Heiban","hbn","gm","1497",TRUE,0,7,34,16,27,"heib1243","Heibanic",11.2908,30.5282,53,111,0.0136004093560606,"Heibanic","Heibanic","African Savannah",23
"549","herero","her","gm","1255",TRUE,2,5,26,11,21,"here1253","Atlantic-Congo",-21.0231,20.5655,36,106,0.0078717913510101,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"550","Hide","xed","gm","1403",TRUE,0,4,41,10,37,"hdii1240","Afro-Asiatic",10.942,13.6881,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"551","HIGHLAND CHINANTEC","chq","upsid","279",TRUE,0,15,41,27,26,"quio1240","Otomanguean",17.5621,-96.602,56,44,0.0161145737160062,"Otomanguean","Otomanguean","Mesoamerica",28
"552","Higi","hig","gm","1368",TRUE,2,7,35,14,28,"kamw1239","Afro-Asiatic",10.646,13.5136,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"553","Hiligaynon","hil","gm","1696",TRUE,0,5,25,12,20,"hili1240","Austronesian",10.4018,122.974,52,160,0.0185754732964258,"Austronesian","Austronesian","Oceania",23
"554","Hill Guang","cpn","gm","1323",TRUE,2,10,38,19,28,"cher1271","Atlantic-Congo",6.05387,-0.10955,50,95,0.0184863100097125,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"555","Hill Jarawa","izr","ph","896",TRUE,0,11,39,20,28,"izer1241","Atlantic-Congo",9.5,8.7,52,100,0.0149418736264569,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"556","Hill Mari","mrj","ea","2273",TRUE,0,9,34,16,25,"west2392","Uralic",57.08,58.83,76,126,0.00519036053480964,"Uralic","Uralic","Inner Asia",26
"557","Hindi","hin","uz","2190",TRUE,0,11,74,26,63,"hind1269","Indo-European",25,77,60,135,0.010342837282634,"Indo-European","Indo-European","Indic",22
"558","Hixkaryána","hix","saphon","1871",TRUE,0,5,23,12,18,"hixk1239","Cariban",-0.16265,-58.80153,47,64,0.0182822243181818,"Cariban","Cariban","NE South America",27
"559","HMONG","cqd","upsid","291",TRUE,0,10,56,20,46,"chua1256","Bookkeeping",22.5638,101.95,59,149,0.0131134044335664,"Bookkeeping","Bookkeeping","Southeast Asia",28
"560","Hmong Njua","hnj","ea","2239",TRUE,0,13,61,19,48,"hmon1264","Hmong-Mien",22.5638,101.95,59,149,0.0131134044335664,"Hmong-Mien","Hmong-Mien","Southeast Asia",26
"561","Ho","hoc","ea","2359",TRUE,0,13,35,22,22,"hooo1248","Austroasiatic",23.9596,87.1188,59,141,0.0139250293001165,"Austroasiatic","Austroasiatic","Indic",26
"562","Hoava","hoa","ph","1211",TRUE,0,5,21,10,16,"hoav1238","Austronesian",-8.19679,157.595,43,178,0.0191801465190365,"Austronesian","Austronesian","Oceania",21
"563","Holoholo","hoo","gm","1389",TRUE,2,7,26,14,19,"holo1240","Atlantic-Congo",-5.37545,28.3274,44,110,0.0139822279856255,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"564","Hopi","hop","spa","95",TRUE,0,18,49,31,31,"hopi1249","Uto-Aztecan",35.7653,-110.535,65,37,0.00492709656565657,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",24
"565","Hoti","yau","saphon","2120",TRUE,0,14,35,18,21,"yuwa1244","Jodi-Saliban",5.63879,-65.4267,50,61,0.0164256012898213,"Jodi-Saliban","Jodi-Saliban","NE South America",27
"566","Huallaga (Huanuco) Quechua","qvh","ph","1155",TRUE,0,10,31,18,21,"huam1248","Quechuan",-9.15718,-76.3372,42,55,0.0101520904520202,"Quechuan","Quechuan","Andean",21
"567","Huallaga Huánuco Quechua","qub","saphon","2034",TRUE,0,6,22,14,16,"hual1241","Quechuan",-9.57135,-75.594,42,55,0.0101520904520202,"Quechuan","Quechuan","Andean",27
"568","Huambisa","hub","saphon","1948",TRUE,0,8,23,14,15,"huam1247","Chicham",-3.99109,-77.9797,45,54,0.013203654988345,"Chicham","Chicham","Andean",27
"569","Huanca","qxw","ph","889",TRUE,0,5,27,14,22,"jauj1238","Quechuan",-11.6747,-75.2786,41,55,0.0101656815790598,"Quechuan","Quechuan","Andean",21
"570","Huastec","hus","ph","1116",TRUE,0,10,36,16,26,"huas1242","Mayan",21.6153,-98.5028,58,43,0.0114666244636752,"Mayan","Mayan","Mesoamerica",21
"571","Huave, San Mateo del Mar","huv","ph","888",TRUE,0,6,24,13,18,"sanm1287","Huavean",16.2129,-95.0077,55,45,0.0185677686790987,"Huavean","Huavean","Mesoamerica",21
"572","Huaylas","qwh","ph","887",TRUE,0,10,30,17,20,"huay1240","Quechuan",-9.38709,-77.7768,42,54,0.0126993243168221,"Quechuan","Quechuan","Andean",21
"573","Huaylas-Conchucos Quechua","qxn","saphon","2035",TRUE,0,6,23,14,17,"nort2979","Quechuan",-8.97356,-77.4146,42,54,0.0126993243168221,"Quechuan","Quechuan","Andean",27
