"","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore"
"773","Kokama-Kokamilla","cod","saphon","1909",TRUE,0,5,16,10,11,"coca1259","Tupian",-4.5,-74,45,56,0.018082869044289,"Tupian","Tupian","NE South America",27
"774","Kokota","kkk","ph","913",TRUE,0,5,27,15,22,"koko1269","Austronesian",-8.16481,159.191,43,179,0.0191607352758353,"Austronesian","Austronesian","Oceania",21
"775","Kolami","kfb","ea","2445",TRUE,0,10,26,16,16,"nort2699","Dravidian",20.1022,78.4934,57,136,0.0111905714652292,"Dravidian","Dravidian","Indic",26
"776","Kole","kme","ph","914",TRUE,0,7,34,16,27,"bako1250","Atlantic-Congo",4.43654,8.97387,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"777","KOLOKUMA IJO","ijc","upsid","367",TRUE,0,18,37,25,19,"izon1238","Ijoid",5.17986,5.51702,50,98,0.0187216013752914,"Ijoid","Ijoid","African Savannah",28
"778","kom","bkm","aa","750",TRUE,7,9,75,24,66,"komc1235","Atlantic-Congo",6.2596,10.3348,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"779","Komi","kpv","spa","182",TRUE,0,7,36,14,29,"komi1268","Uralic",64.0527,54.946,80,124,0.00477240514592075,"Uralic","Uralic","Inner Asia",24
"780","Komi-Permyak","koi","ea","2575",TRUE,0,4,37,13,33,"komi1269","Uralic",59.6602,54.7959,78,124,0.00538400764257964,"Uralic","Uralic","Inner Asia",26
"781","komo","kmw","aa","751",TRUE,4,7,35,11,28,"komo1260","Atlantic-Congo",-0.76333,26.7144,47,109,0.0174197132847708,"Atlantic-Congo","Atlantic-Congo","Greater Abyssinia",25
"782","Komo","xom","gm","1484",TRUE,0,5,28,11,23,"komo1258","Koman",8.94162,34.0939,52,113,0.0151010292216395,"Koman","Koman","Greater Abyssinia",23
"783","Konda","knd","ea","2481",TRUE,0,10,33,21,23,"kond1303","Konda-Yahadian",-1.82635,132.06,46,164,0.0189964447610723,"Konda-Yahadian","Konda-Yahadian","N Coast New Guinea",26
"784","Kon̩d̩a or Kubi","kfc","ra","1745",TRUE,0,20,43,31,23,"kond1295","Dravidian",18.26754,82.93402,56,139,0.0179879805400155,"Dravidian","Dravidian","Indic",29
"785","Kon̩ekar Gadaba","gau","ra","1746",TRUE,0,12,31,20,19,"mudh1235","Dravidian",18.276,83.378,56,139,0.0179879805400155,"Dravidian","Dravidian","Indic",29
"786","KONKANI","knn","upsid","422",TRUE,0,18,37,24,19,"konk1267","Indo-European",19.2414,73.9166,57,134,0.0140501176027584,"Indo-European","Indo-European","Indic",28
"787","Konkomba","xon","gm","1508",TRUE,3,14,38,22,24,"konk1269","Atlantic-Congo",9.82224,0.2783,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"788","Konni","kma","ph","915",TRUE,0,18,49,31,31,"konn1242","Atlantic-Congo",10.2368,-1.54376,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"789","KONYAGI","cou","upsid","290",TRUE,0,7,46,20,39,"wame1240","Atlantic-Congo",12.5421,-13.177,53,88,0.0158196257051282,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"790","Koorete","kqy","gm","1482",TRUE,0,10,61,22,51,"koor1239","Ta-Ne-Omotic",5.80545,37.8679,50,115,0.0127948201095571,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",23
"791","Koraga","kfd","ra","1748",TRUE,0,13,34,22,21,"korr1238","Dravidian",12.9163,75.2,54,134,0.0189608713073038,"Dravidian","Dravidian","Indic",29
"792","Korean","kor","uz","2197",TRUE,0,28,48,33,20,"kore1280","Koreanic",37.5,128,66,162,0.00938177335936286,"Koreanic","Koreanic","N Coast Asia",22
"793","Koreguaje","coe","saphon","2055",TRUE,0,12,30,18,18,"kore1283","Tucanoan",0.92316,-75.3475,47,55,0.0147417203554779,"Tucanoan","Tucanoan","NE South America",27
"794","Korku","kfq","ea","2528",TRUE,0,10,41,18,31,"kork1243","Austroasiatic",21.8358,77.5541,58,136,0.0110089922309635,"Austroasiatic","Austroasiatic","Indic",26
"795","Korubo","xor","saphon","2006",TRUE,0,6,20,10,14,"koru1247","Pano-Tacanan",-5.3655,-70.5094,44,58,0.0167076592909868,"Pano-Tacanan","Pano-Tacanan","NE South America",27
"796","KORYAK","kpy","upsid","427",TRUE,0,5,21,12,16,"kory1246","Chukotko-Kamchatkan",63.8977,166.695,80,183,0.00345039845071873,"Chukotko-Kamchatkan","Chukotko-Kamchatkan","N Coast Asia",28
"797","Koshin","kid","gm","1620",TRUE,3,11,37,18,26,"kosh1246","Atlantic-Congo",6.5817,10.299,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"798","Kota","kfe","spa","9",TRUE,0,11,34,20,23,"kota1263","Dravidian",11.4978,76.9387,53,135,0.0180547997804973,"Dravidian","Dravidian","Indic",24
"799","kotafon","kqk","gm","1281",TRUE,3,15,45,24,30,"kota1272","Atlantic-Congo",6.64027,1.72346,50,96,0.0186830117715618,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"800","Kotoko","mpi","gm","1597",TRUE,4,6,40,12,34,"mpad1242","Afro-Asiatic",12.4609,14.5833,53,103,0.0118932219469697,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"801","KOTOKO","aal","upsid","198",TRUE,0,9,36,15,27,"afad1236","Afro-Asiatic",12.0551,14.6343,53,103,0.0118932219469697,"Afro-Asiatic","Afro-Asiatic","African Savannah",28
"802","KOYA","kff","upsid","401",TRUE,0,5,24,12,19,"koya1251","Dravidian",17.6772,81.2096,56,138,0.0153511073811189,"Dravidian","Dravidian","Indic",28
"803","Koyaga","kga","gm","1498",TRUE,2,12,43,22,31,"koya1253","Mande",8.29177,-6.23255,51,92,0.0173445690705128,"Mande","Mande","African Savannah",23
"804","kɔɔzime","ozm","aa","747",TRUE,6,24,52,31,28,"koon1245","Atlantic-Congo",3.25933,13.54152,49,102,0.0168875834518259,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"805","KPAN","kpk","upsid","424",TRUE,0,10,34,13,24,"kpan1246","Atlantic-Congo",7.58343,10.1642,51,100,0.0165966920299145,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"806","kpaʔ","ksf","gm","1258",TRUE,5,18,48,26,30,"bafi1243","Atlantic-Congo",4.72603,11.0982,49,101,0.0171731030205905,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"807","Kpelle","xpe","spa","137",TRUE,3,14,49,25,35,"libe1247","Mande",6.92048,-9.96128,51,90,0.0180207553030303,"Mande","Mande","African Savannah",24
"808","Kpelle, North","gkp","gm","1514",TRUE,3,12,39,20,27,"guin1254","Mande",7.93196,-8.98843,51,90,0.0180207553030303,"Mande","Mande","African Savannah",23
"809","Krache","kye","gm","1306",TRUE,3,24,44,31,20,"krac1238","Atlantic-Congo",7.93475,0.01925,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"810","Krahô","xra","saphon","1964",TRUE,0,34,46,40,12,"krah1246","Nuclear-Macro-Je",-8.01172,-47.5774,43,70,0.0160922315773116,"Nuclear-Macro-Je","Nuclear-Macro-Je","NE South America",27
"811","Krenak","kqq","saphon","1965",TRUE,0,13,35,24,22,"kren1239","Nuclear-Macro-Je",-18.9988,-41.2299,37,73,0.0137799203879176,"Nuclear-Macro-Je","Nuclear-Macro-Je","SE South America",27
"812","kresh","krs","aa","755",TRUE,5,10,56,20,46,"gbay1288","Kresh-Aja",8.43391,25.5173,51,108,0.0156927114322067,"Kresh-Aja","Kresh-Aja","African Savannah",25
"813","Krim","krm","gm","1307",TRUE,0,16,38,23,22,"krim1238","Atlantic-Congo",7.24116,-11.8393,51,89,0.0183165141802642,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"814","Krinkati-Timbira","xri","saphon","1966",TRUE,0,15,26,20,11,"krik1239","Nuclear-Macro-Je",-5.94252,-46.7504,44,70,0.0170482715576923,"Nuclear-Macro-Je","Nuclear-Macro-Je","NE South America",27
"815","Krio","kri","gm","1570",TRUE,3,7,35,13,28,"krio1253","Indo-European",10.8811,-14.3204,53,87,0.017080014040404,"Indo-European","Indo-European","African Savannah",23
"816","Kriyol","pov","gm","1553",TRUE,0,5,28,14,23,"uppe1455","Indo-European",13.2335066667,-15.33254,54,87,0.0150291238704351,"Indo-European","Indo-European","African Savannah",23
"817","Krongo","kgo","gm","1418",TRUE,2,20,62,36,42,"kron1241","Kadugli-Krongo",10.514,30.003,52,111,0.0152365081353924,"Kadugli-Krongo","Kadugli-Krongo","African Savannah",23
"818","kroumen tépo","ted","aa","757",TRUE,4,18,39,22,21,"tepo1239","Atlantic-Congo",5.16267,-7.66346,50,91,0.0180367070260295,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"819","Ksingmul","puo","ea","2386",TRUE,0,17,38,23,21,"puoc1238","Austroasiatic",20.8862,103.931,58,150,0.0148620150522533,"Austroasiatic","Austroasiatic","Southeast Asia",26
"820","Kubeo","cub","saphon","2051",TRUE,0,6,17,9,11,"cube1242","Tucanoan",1.32382,-70.1939,48,58,0.0182160281002331,"Tucanoan","Tucanoan","NE South America",27
"821","Kui","kxu","ra","1752",TRUE,0,19,39,26,20,"kuii1252","Dravidian",19.2043,83.5859,57,139,0.0150810996111111,"Dravidian","Dravidian","Indic",29
"822","Kuikúro-Kalapálo","kui","saphon","1876",TRUE,0,12,26,18,14,"kuik1246","Cariban",-12.3035,-53.2261,41,67,0.0151192097610723,"Cariban","Cariban","NE South America",27
"823","Kulango","nku","gm","1607",TRUE,2,17,46,26,29,"boun1243","Atlantic-Congo",8.46011,-2.74627,51,94,0.0174215015860528,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"824","Kulina","cul","saphon","1848",TRUE,0,4,21,8,17,"culi1244","Arawan",-8.55268,-70.6648,43,58,0.0172022256682207,"Arawan","Arawan","NE South America",27
"825","KULLO","dwr","upsid","343",TRUE,0,5,29,11,24,"dawr1236","Ta-Ne-Omotic",6.95,37,51,114,0.0142825420796426,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",28
"826","Kulung","kle","ph","917",TRUE,0,21,43,28,22,"kulu1253","Sino-Tibetan",27.1606,87.5717,61,141,0.0136147084446387,"Sino-Tibetan","Sino-Tibetan","Indic",21
"827","Kumauni","kfy","ra","1753",TRUE,0,11,42,21,31,"kuma1273","Indo-European",29.5622,80.0171,62,137,0.0112683775868298,"Indo-European","Indo-European","Indic",29
"828","Kumyk","kum","ea","2355",TRUE,0,8,31,15,23,"kumy1244","Turkic",43,47,69,120,0.00676271497804973,"Turkic","Turkic","Greater Mesopotamia",26
"829","Kumzari","zum","uz","2221",TRUE,0,5,35,11,30,"kumz1235","Indo-European",26.1602,56.4202,61,125,0.0148322612645688,"Indo-European","Indo-European","Greater Mesopotamia",22
"830","Kunigami","xug","ea","2336",TRUE,0,5,25,10,20,"kuni1268","Japonic",26.5911,128.068,61,162,0.0158703353321678,"Japonic","Japonic","Southeast Asia",26
"831","Kunimaipa","kup","spa","58",TRUE,0,5,20,11,15,"kuni1267","Goilalan",-8.09371,146.908,43,172,0.0174866709770785,"Goilalan","Goilalan","S New Guinea",24
"832","Kunjen","kjn","spa","46",TRUE,0,5,28,15,23,"kunj1245","Pama-Nyungan",-16.6807,143.53,38,170,0.0117111064726107,"Pama-Nyungan","Pama-Nyungan","N Australia",24
"833","Kuo","xuo","gm","1346",TRUE,3,24,56,32,32,"kuoo1238","Atlantic-Congo",7.97771,15.4843,51,103,0.014364369209596,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"834","Kupang Malay","mkn","gm","1687",TRUE,0,6,25,14,19,"kupa1239","Austronesian",-10.2526,123.63,42,160,0.0181520703108003,"Austronesian","Austronesian","Oceania",23
"835","Kuranko","knk","gm","1622",TRUE,0,28,54,36,26,"kura1250","Mande",9.49325,-10.6122,52,89,0.0163529372115385,"Mande","Mande","African Savannah",23
"836","Kurdish","ckb","ea","2250",TRUE,0,6,39,14,33,"cent1972","Indo-European",35.6539,45.8077,65,119,0.0058137795456488,"Indo-European","Indo-European","Greater Mesopotamia",26
"837","kuria","kuj","aa","758",TRUE,0,7,22,13,15,"kuri1259","Atlantic-Congo",-1.50636,34.5049,46,113,0.0127024302736985,"Atlantic-Congo","Atlantic-Congo","S Africa",25
"838","Kurripako; Baniwa; Baniwa (Icana)","bwi","ph","1075",TRUE,0,12,37,21,25,"bani1255","Arawakan",2.17859,-67.7704,48,59,0.0184592302894328,"Arawakan","Arawakan","NE South America",21
"839","Kuruáya","kyr","saphon","2094",TRUE,0,10,28,16,18,"kuru1309","Tupian",-3.09561,-52.2303,45,68,0.0179785249222999,"Tupian","Tupian","NE South America",27
"840","Kurukh","kru","spa","7",TRUE,0,22,68,35,46,"kuru1302","Dravidian",24.4644,86.4657,60,140,0.0115186960415695,"Dravidian","Dravidian","Indic",24
"841","kusal","kus","aa","759",TRUE,0,23,44,30,21,"kusa1250","Atlantic-Congo",10.9703,-0.38756,53,95,0.0138192924409479,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"842","Kuteb","kub","ph","1119",TRUE,5,13,46,21,33,"kute1248","Atlantic-Congo",7.07479,10.0916,51,100,0.0165966920299145,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"843","Kuvi","kxv","ph","920",TRUE,0,15,37,23,22,"kuvi1243","Dravidian",18.8832,83.7552,57,139,0.0150810996111111,"Dravidian","Dravidian","Indic",21
"844","KWAIO","kwd","upsid","436",TRUE,0,5,21,11,16,"kwai1243","Austronesian",-8.93744,160.965,42,180,0.019128857024087,"Austronesian","Austronesian","Oceania",28
"845","Kwakiutl","kwk","spa","71",TRUE,0,9,55,22,46,"kwak1269","Wakashan",50.9269,-127.308,73,28,0.0071835896509324,"Wakashan","Wakashan","Alaska-Oregon",24
"846","Kwama","kmq","gm","1487",TRUE,0,5,25,11,20,"kwam1249","Koman",9.50836,34.2457,52,113,0.0151010292216395,"Koman","Koman","Greater Abyssinia",23
"847","Kwambi","kwm","gm","1503",TRUE,2,6,37,13,31,"kwam1251","Atlantic-Congo",-18.0339,15.7294,38,103,0.00734802673290598,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"848","Kwami","ktf","gm","1604",TRUE,2,10,40,16,30,"kwam1250","Atlantic-Congo",-1.53712,27.4633,46,109,0.016931102000777,"Atlantic-Congo","Atlantic-Congo","Greater Abyssinia",23
"849","kwangari","kwn","gm","1272",TRUE,0,5,27,13,22,"kwan1273","Atlantic-Congo",-17.9026,19.256,38,105,0.00926581954020979,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"850","Kwanja","knp","gm","1582",TRUE,4,18,43,25,25,"kwan1276","Atlantic-Congo",6.30293,11.6931,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"851","Kwanyama","kua","gm","1501",TRUE,2,5,33,15,28,"kuan1247","Atlantic-Congo",-17.7176,16.58,38,104,0.00820287877117327,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"852","Kwatay","cwt","gm","1549",TRUE,4,10,34,18,24,"kuwa1246","Atlantic-Congo",12.48255,-16.74835,53,86,0.0171519517268842,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"853","kwezo","kws","gm","1291",TRUE,3,6,25,10,19,"kwes1244","Atlantic-Congo",-5.60445,18.5759,44,105,0.014717284477467,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"854","Kyanga","tye","gm","1519",TRUE,3,12,37,20,25,"kyen1242","Mande",11.5953,3.58651,53,97,0.0136902730926573,"Mande","Mande","African Savannah",23
"855","Kyirong Tibetan","kgy","ea","2393",TRUE,0,21,63,30,42,"kyer1238","Sino-Tibetan",28.2922,85.4257,62,140,0.0094298995042735,"Sino-Tibetan","Sino-Tibetan","Indic",26
"856","Laarim","loh","gm","1493",TRUE,3,9,34,17,25,"nari1240","Surmic",4.80331,33.3312,49,112,0.015005820452603,"Surmic","Surmic","African Savannah",23
"857","Ladakhi","lbj","ph","922",TRUE,0,5,38,13,33,"lada1244","Sino-Tibetan",33.468,80.6013,64,137,0.00610427338558663,"Sino-Tibetan","Sino-Tibetan","Indic",21
"858","Lagwan","kot","gm","1406",TRUE,2,5,41,11,36,"lagw1237","Afro-Asiatic",11.5592,14.9884,53,103,0.0118932219469697,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"859","Lahu","lhu","spa","23",TRUE,5,9,40,15,31,"lahu1253","Sino-Tibetan",21.2701,100.214,58,148,0.0136582032284382,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",24
"860","LAI","cnh","upsid","287",TRUE,0,7,52,17,45,"haka1240","Sino-Tibetan",22.8735,92.8208,59,144,0.0144618797727273,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",28
"861","Lak","lbe","spa","3",TRUE,0,9,69,15,60,"lakk1252","Nakh-Daghestanian",42.1328,47.0809,69,120,0.00676271497804973,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",24
"862","Lake Miwok; Miwok (Lake)","lmw","ph","1087",TRUE,0,10,39,16,29,"lake1258","Miwok-Costanoan",39.0021,-122.621,67,31,0.00812300170066045,"Miwok-Costanoan","Miwok-Costanoan","California",21
"863","Lakkia","lbc","spa","26",TRUE,6,23,59,35,36,"lakk1238","Tai-Kadai",24.1169,110.106,59,153,0.0153238601091686,"Tai-Kadai","Tai-Kadai","Southeast Asia",24
"864","lama","las","aa","760",TRUE,3,33,53,41,20,"lama1275","Atlantic-Congo",8.66954,0.833293,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"865","Lamang","hia","gm","1404",TRUE,0,4,41,12,37,"lama1288","Afro-Asiatic",11.0243,13.7362,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"866","LAME","lme","upsid","446",TRUE,0,8,38,15,30,"peve1243","Afro-Asiatic",9.16111,14.441,52,103,0.0132269323290598,"Afro-Asiatic","Afro-Asiatic","African Savannah",28
"867","Langi","lag","ph","923",TRUE,0,21,52,29,31,"lang1320","Atlantic-Congo",-4.71413,35.9517,45,114,0.0117665009529915,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"868","Lango","laj","gm","1445",TRUE,2,20,40,28,20,"lang1324","Nilotic",2.13867,33.0553,48,112,0.0148528708255633,"Nilotic","Nilotic","S Africa",23
"869","Lango","lno","gm","1579",TRUE,6,10,32,18,22,"lang1322","Nilotic",4.04948,33.0412,49,112,0.015005820452603,"Nilotic","Nilotic","African Savannah",23
"870","Lao","lao","ph","924",TRUE,0,12,40,21,28,"laoo1244","Tai-Kadai",16.0726,104.568,55,150,0.0172633834848485,"Tai-Kadai","Tai-Kadai","Southeast Asia",21
"871","Larantuka Malay","lrt","gm","1688",TRUE,0,6,25,14,19,"lara1260","Austronesian",-8.4746,122.7619,43,159,0.0182140557109557,"Austronesian","Austronesian","Oceania",23
"872","Latunde","ltn","saphon","1995",TRUE,0,16,28,21,12,"latu1238","Nambiquaran",-12.608792,-60.422423,40,63,0.0143314641008159,"Nambiquaran","Nambiquaran","NE South America",27
"873","Laz","lzz","ph","1088",TRUE,0,5,32,9,27,"lazz1240","Kartvelian",41.5004,41.9096,68,117,0.00645779386985237,"Kartvelian","Kartvelian","Greater Mesopotamia",21
"874","Lebanese Arabic","ayl","ph","1098",TRUE,0,16,50,25,34,"liby1240","Afro-Asiatic",22.0032,15.0014,58,103,0.00494164699630925,"Afro-Asiatic","Afro-Asiatic","N Africa",21
"875","lega-shabunda","lea","gm","1259",TRUE,6,14,38,19,24,"lega1249","Atlantic-Congo",-3.83196,27.1424,45,109,0.0161422077913753,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"876","Leggbo","agb","gm","1540",TRUE,3,12,53,25,41,"legb1242","Atlantic-Congo",6.02645,7.98385,50,99,0.0184405448659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"877","Leke","zmx","gm","1511",TRUE,2,10,28,14,18,"bomi1238","Atlantic-Congo",1.70044,17.3733,48,104,0.0174543833411033,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"878","Lele","llc","gm","1516",TRUE,2,7,28,14,21,"lele1266","Mande",8.98043,-10.371,52,90,0.0159095625679876,"Mande","Mande","African Savannah",23
"879","Lele","lln","gm","1275",TRUE,3,10,36,18,26,"lele1276","Afro-Asiatic",9.158,15.81149,52,103,0.0132269323290598,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"880","Lele (Lyélé)","lee","ph","1240",TRUE,3,10,34,16,24,"lyel1241","Atlantic-Congo",12.4305,-2.59229,53,94,0.0138160821025641,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"881","LELEMI","lef","upsid","441",TRUE,0,12,34,19,22,"lele1264","Atlantic-Congo",7.34549,0.50746,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"882","LENAKEL","tnl","upsid","584",TRUE,0,7,21,14,14,"lena1238","Austronesian",-19.4763,169.261,37,184,0.0162276186208236,"Austronesian","Austronesian","Oceania",28
"883","lendu","led","aa","762",TRUE,4,9,55,16,46,"lend1245","Central Sudanic",2.1898,30.6794,48,111,0.0156356601981352,"Central Sudanic","Central Sudanic","S Africa",25
"884","Lengola","lej","gm","1338",TRUE,3,5,32,13,27,"leng1258","Atlantic-Congo",-1.95874,25.3343,46,108,0.0176323481633644,"Atlantic-Congo","Atlantic-Congo","Greater Abyssinia",23
"885","Lepca","lep","ra","1758",TRUE,0,10,36,17,26,"lepc1244","Sino-Tibetan",27.0869,88.5726,61,142,0.0137997874213287,"Sino-Tibetan","Sino-Tibetan","Indic",29
"886","Leti","lti","gm","1681",TRUE,0,12,22,16,10,"leti1246","Austronesian",-8.19808,127.674,43,162,0.0180504046095571,"Austronesian","Austronesian","Oceania",23
"887","Lezgian","lez","ea","2311",TRUE,0,9,47,14,38,"lezg1247","Nakh-Daghestanian",41.5157,47.8951,68,120,0.00703468112956488,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",26
"888","Liberian English","lir","gm","1561",TRUE,0,12,36,20,24,"libe1240","Pidgin",6.423,-10.5284,50,89,0.0180104990151515,"Pidgin","Pidgin","African Savannah",23
"889","ligbi","lig","aa","765",TRUE,2,14,38,21,24,"ligb1244","Mande",7.94291,-2.56353,51,94,0.0174215015860528,"Mande","Mande","African Savannah",25
"890","Ligurian","lij","ea","2325",TRUE,0,18,45,26,27,"ligu1248","Indo-European",44.0816,7.90522,70,99,0.00928084332517482,"Indo-European","Indo-European","Europe",26
"891","Lika","lik","gm","1334",TRUE,3,9,45,15,36,"lika1243","Atlantic-Congo",2.13777,27.6088,48,109,0.0177220621911422,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"892","Likpe","lip","gm","1326",TRUE,3,9,33,16,24,"sekp1241","Atlantic-Congo",7.16751,0.5886,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"893","limba","lia","aa","766",TRUE,0,7,24,14,17,"west2450","Atlantic-Congo",9.52392,-12.3138,52,89,0.0163529372115385,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"894","limbum (southern)","lmp","gm","1260",TRUE,0,15,52,26,37,"limb1268","Atlantic-Congo",6.58608,10.9802,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"895","lingala","lin","aa","768",TRUE,0,7,22,14,15,"ling1263","Atlantic-Congo",1.40324,19.7829,48,105,0.0178323326612277,"Atlantic-Congo","Atlantic-Congo","S Africa",25
"896","Lisu","lis","ph","1121",TRUE,6,8,39,14,31,"lisu1250","Sino-Tibetan",22.5488,94.0184,59,144,0.0144618797727273,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21
"897","Lithuanian","lit","spa","168",TRUE,0,11,47,20,36,"lith1251","Indo-European",55.1429,23.9601,75,108,0.00647340547358197,"Indo-European","Indo-European","Inner Asia",24
"898","Livonian","liv","ea","2448",TRUE,0,7,31,14,24,"livv1244","Uralic",57.566,22.0262,77,107,0.00595184657362082,"Uralic","Uralic","Inner Asia",26
"899","Lizu","ers","uz","2199",TRUE,1,8,61,16,53,"ersu1241","Sino-Tibetan",29.2867,102.213,62,149,0.00866448989083139,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",22
"900","Logba","lgq","gm","1541",TRUE,3,7,35,15,28,"logb1245","Atlantic-Congo",6.92838,0.43068,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"901","Logbara","lgg","spa","151",TRUE,3,13,42,21,29,"lugb1240","Central Sudanic",3.02245,30.8642,49,111,0.0157265476068376,"Central Sudanic","Central Sudanic","S Africa",24
"902","Logo","log","gm","1294",TRUE,3,9,39,18,30,"logo1259","Central Sudanic",3.32608,29.8866,49,111,0.0157265476068376,"Central Sudanic","Central Sudanic","S Africa",23
"903","Lokono","arw","saphon","1805",TRUE,0,5,21,12,16,"araw1276","Arawakan",5.64295,-56.9243,50,65,0.0170554829817405,"Arawakan","Arawakan","NE South America",27
"904","lokpa ","dop","aa","769",TRUE,0,20,37,28,17,"lukp1238","Atlantic-Congo",9.51949,1.66954,52,96,0.0158915132358197,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"905","longto","wok","gm","1278",TRUE,4,7,31,15,24,"long1387","Atlantic-Congo",8.33313,13.0568,51,102,0.0144215465252525,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"906","Loniu","los","ph","1122",TRUE,0,7,23,16,16,"loni1238","Austronesian",-2.06124,147.35,46,172,0.0195728509654235,"Austronesian","Austronesian","N Coast New Guinea",21
"907","Looma","lom","gm","1517",TRUE,2,28,51,35,23,"loma1260","Mande",7.91585,-9.69906,51,90,0.0180207553030303,"Mande","Mande","African Savannah",23
"908","Lotha","njh","ra","1759",TRUE,0,8,43,22,35,"loth1237","Sino-Tibetan",26.01396,94.04355,60,144,0.0137841268422688,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",29
"909","Louyi","lyn","ph","890",TRUE,0,5,22,12,17,"luya1241","Atlantic-Congo",-15.2221,18.8037,39,105,0.0103533200914918,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"910","Low German","nds","ph","1131",TRUE,0,14,37,20,23,"nort2627","Indo-European",50.771,6.092,73,98,0.00703573235722611,"Indo-European","Indo-European","Europe",21
"911","Lower Sorbian","dsb","ea","2602",TRUE,0,6,42,15,36,"lowe1385","Indo-European",51.6621,13.9407,74,102,0.00707570809731935,"Indo-European","Indo-European","Europe",26
"912","lɔkɔ","lok","aa","764",TRUE,0,7,25,14,18,"loko1255","Mande",9.11838,-12.1583,52,89,0.0163529372115385,"Mande","Mande","African Savannah",25
"913","Luanyjang Dinka","dik","uz","2168",TRUE,4,40,63,49,23,"sout2832","Nilotic",8.81115,28.0613,52,110,0.0148591820174825,"Nilotic","Nilotic","African Savannah",22
"914","Lucazi","lch","ph","928",TRUE,0,10,42,16,32,"luch1239","Atlantic-Congo",-14.0648,22.2437,40,107,0.0108435492610723,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"915","Lue","khb","ea","2374",TRUE,0,18,39,25,21,"luuu1242","Tai-Kadai",21.0321,101.282,58,148,0.0136582032284382,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
