"","X","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore","ANU.Tones","Tones.diff","specH.mean.center"
"602",602,"Luo","luo","spa",153,TRUE,3,9,35,17,26,"luok1236","Nilotic",-0.93296,34.4896,47,113,0.0139981181993007,"Nilotic","Nilotic","S Africa",24,3,0,0.0755506923902672
"605",605,"Luvale","lue","spa",146,TRUE,4,10,36,18,26,"luva1239","Atlantic-Congo",-13.5382,22.2924,40,107,0.0108435492610723,"Atlantic-Congo","Atlantic-Congo","S Africa",24,2,2,-0.620381863054391
"607",607,"Luxembourgish","ltz","uz",2200,TRUE,0,17,46,24,29,"luxe1241","Indo-European",49.6839,6.14931,73,98,0.00703573235722611,"Indo-European","Indo-European","Europe",22,0,0,-1.46042809455227
"609",609,"Lwaa","nie","gm",1623,TRUE,3,31,59,39,28,"niel1243","Atlantic-Congo",9.70362,17.81346,52,104,0.0139283709180264,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,12,-9,0.060163676083754
"611",611,"Maasai","mas","spa",154,TRUE,4,18,43,29,25,"masa1300","Nilotic",-3.1419,36.4573,45,114,0.0117665009529915,"Nilotic","Nilotic","S Africa",24,3,1,-0.416768582734062
"614",614,"Macedonian","mkd","ph",930,TRUE,0,6,32,13,26,"mace1250","Indo-European",41.5957,21.7932,68,106,0.0094503770468143,"Indo-European","Indo-European","Europe",21,0,0,-0.927730955189801
"619",619,"Madurese","mad","gm",1691,TRUE,0,8,35,16,27,"nucl1460","Austronesian",-7,113,43,154,0.0182971446639472,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.02396314811738
"620",620,"Mah Meri","mhe","uz",2201,TRUE,0,28,58,39,30,"besi1244","Austroasiatic",2.717,101.676,48,148,0.0184726298329448,"Austroasiatic","Austroasiatic","Southeast Asia",22,0,0,1.06267710380976
"621",621,"Mahas-Fiyadikka","fia","spa",152,TRUE,2,10,45,24,35,"nobi1240","Nubian",22.8142,31.8376,59,112,0.00467401322183372,"Nubian","Nubian","N Africa",24,2,0,-1.98144927536033
"622",622,"Maidu","nmu","spa",82,TRUE,0,6,24,11,18,"nort2952","Maiduan",40.4102,-120.645,68,32,0.00576875053263403,"Maiduan","Maiduan","Basin and Plains",24,0,0,-1.7399382007367
"623",623,"Makassar","mak","gm",1677,TRUE,0,5,23,13,18,"maka1311","Austronesian",-5.65551,119.838,44,158,0.018621902948718,"Austronesian","Austronesian","Oceania",23,0,0,1.09560839266521
"624",624,"Mal","mlf","ph",986,TRUE,2,23,41,30,18,"mall1246","Austroasiatic",19.273,101.204,57,148,0.0148562840951826,"Austroasiatic","Austroasiatic","Southeast Asia",21,2,0,0.264871514540994
"626",626,"Maltese","mlt","spa",134,TRUE,0,10,55,22,45,"malt1254","Afro-Asiatic",35.8884,14.4508,66,103,0.0116241162299922,"Afro-Asiatic","Afro-Asiatic","Europe",24,0,0,-0.4481802164861
"628",628,"mambila","mzk","aa",774,TRUE,2,16,43,24,27,"nige1255","Atlantic-Congo",6.69736,11.3161,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,9,-7,0.583512520462875
"629",629,"Mambila","mcu","gm",1583,TRUE,4,11,35,18,24,"came1252","Atlantic-Congo",6.43829,11.41953,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,9,-5,0.583512520462875
"632",632,"Manado Malay","xmm","gm",1686,TRUE,0,6,25,14,19,"mala1481","Austronesian",1.48099,124.843,48,161,0.0187695439452214,"Austronesian","Austronesian","Oceania",23,0,0,1.12817961808363
"633",633,"Manam","mva","ph",933,TRUE,0,5,18,10,13,"mana1295","Austronesian",-4.07921,145.033,45,171,0.0173973739607615,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,0.825463848516105
"634",634,"Manange","nmm","ph",935,TRUE,5,10,45,19,35,"mana1288","Sino-Tibetan",28.6416,84.0515,62,139,0.0106403479203574,"Sino-Tibetan","Sino-Tibetan","Indic",21,4,1,-0.665210310643468
"637",637,"manding ","emk","aa",777,TRUE,2,14,36,21,22,"east2426","Mande",9.33048,-10.5394,52,89,0.0163529372115385,"Mande","Mande","African Savannah",25,2,0,0.595049630244091
"638",638,"Mandingo","mnk","ph",1126,TRUE,5,10,34,18,24,"mand1436","Mande",12.8165233333,-15.6539466667,54,87,0.0150291238704351,"Mande","Mande","African Savannah",21,2,3,0.303001867317974
"639",639,"mangbetu","mdj","aa",778,TRUE,2,9,47,16,38,"mang1394","Central Sudanic",2.5511,27.0712,48,109,0.0177220621911422,"Central Sudanic","Central Sudanic","S Africa",25,4,-2,0.89709363829605
"641",641,"Manipuri","mni","ph",1125,TRUE,2,6,33,13,27,"mani1292","Sino-Tibetan",24.4409,93.3426,60,144,0.0137841268422688,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,2,0,0.0283418486913513
"644",644,"Maori","mri","spa",42,TRUE,0,10,20,15,10,"maor1246","Austronesian",-38.2881,176.541,27,188,0.00828186218201243,"Austronesian","Austronesian","Oceania",24,0,0,-1.1855181685494
"645",645,"Mara","mec","ph",937,TRUE,0,5,24,18,19,"mara1385","Mangarrayi-Maran",-14.7927,134.865,39,166,0.0109675933455711,"Mangarrayi-Maran","Mangarrayi-Maran","N Australia",21,0,0,-0.593016375596848
"646",646,"Maranungku","zmr","spa",47,TRUE,0,5,24,16,19,"mara1386","Western Daly",-13.6754,130.12,40,163,0.0175196693997669,"Western Daly","Western Daly","N Australia",24,0,0,0.852443565571853
"647",647,"Margi","mrt","spa",126,TRUE,2,6,44,15,38,"marg1265","Afro-Asiatic",10.93854,13.0521,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",24,2,0,-0.388466542985536
"651",651,"Matbat","xmt","ph",988,TRUE,0,5,20,11,15,"matb1237","Austronesian",-1.8801,130.075,46,163,0.0187217177680653,"Austronesian","Austronesian","N Coast New Guinea",21,4,-4,1.11762863811232
"652",652,"Matses","mcf","ph",1124,TRUE,0,6,21,10,15,"mats1244","Pano-Tacanan",-5.73914,-72.6281,44,57,0.0173550731002331,"Pano-Tacanan","Pano-Tacanan","NE South America",21,0,0,0.816131814079232
"654",654,"Maung","mph","spa",48,TRUE,0,5,24,17,19,"maun1240","Iwaidjan Proper",-11.8393,133.185,41,165,0.0157860214772727,"Iwaidjan Proper","Iwaidjan Proper","N Australia",24,0,0,0.469981792642497
"655",655,"Mauritian Creole","mfe","gm",1569,TRUE,0,9,30,17,21,"mori1278","Indo-European",-20.2613,57.5517,37,125,0.0160123007789433,"Indo-European","Indo-European","S Africa",23,0,0,0.51990149189126
"656",656,"Mavea","mkv","uz",2202,TRUE,0,6,24,15,18,"mafe1237","Austronesian",-15.4316,167.241,39,183,0.0179532961868687,"Austronesian","Austronesian","Oceania",22,0,0,0.948106397472585
"659",659,"Mazahua","maz","spa",98,TRUE,3,15,63,30,48,"cent2144","Otomanguean",19.7357,-100.018,57,42,0.0154803348135198,"Otomanguean","Otomanguean","Mesoamerica",24,3,0,0.40254395716112
"663",663,"Mbay","myb","gm",1474,TRUE,3,19,44,26,25,"mbay1241","Central Sudanic",8.23066,15.7328,51,103,0.014364369209596,"Central Sudanic","Central Sudanic","African Savannah",23,3,0,0.156349687917098
"664",664,"mbe","mfo","gm",1285,TRUE,4,7,37,16,30,"mbee1249","Atlantic-Congo",6.57067,8.82998,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,4,0,0.843450909078256
"667",667,"Mbembe","nza","gm",1630,TRUE,5,12,116,27,104,"tigo1236","Atlantic-Congo",6.983995,10.70849,51,101,0.0153914506886169,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,4,1,0.38293514296387
"670",670,"Mbuko","mqb","gm",1408,TRUE,3,8,45,14,37,"mbuk1243","Afro-Asiatic",10.7788,14.1677,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,0,-0.388466542985536
"674",674,"mekaa","mcp","aa",783,TRUE,4,21,55,28,34,"maka1304","Atlantic-Congo",4.15471,13.0789,49,102,0.0168875834518259,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,1,0.712998463047551
"675",675,"mende","men","aa",784,TRUE,4,7,34,14,27,"mend1266","Mande",7.90935,-10.9926,51,89,0.0183165141802642,"Mande","Mande","African Savannah",25,4,0,1.02823627615869
"676",676,"Mennonite Plautdietsch","pdt","uz",2224,TRUE,0,18,55,26,37,"plau1238","Indo-European",49.578028,-109.353868,73,38,0.00546186833780109,"Indo-European","Indo-European","Europe",22,0,0,-1.80763978350524
"682",682,"Minangkabau","min","gm",1698,TRUE,0,10,33,18,23,"mina1268","Austronesian",4.17,96.25,49,146,0.0178769787839938,"Austronesian","Austronesian","Southeast Asia",23,0,0,0.931269940179165
"683",683,"Mingrelian","xmf","ph",941,TRUE,0,5,35,10,30,"ming1252","Kartvelian",42.5129,41.8719,69,117,0.00726890632167832,"Kartvelian","Kartvelian","Greater Mesopotamia",21,0,0,-1.40898735696753
"684",684,"minyanka","myk","aa",786,TRUE,2,19,50,28,31,"mama1271","Atlantic-Congo",12.4871,-5.28245,53,92,0.0135367023084693,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,2,0,-0.026242721010109
"686",686,"Mmen","bfm","ph",942,TRUE,5,9,41,16,32,"mmen1238","Atlantic-Congo",6.43213,10.2541,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,9,-4,0.843450909078256
"688",688,"Mocovi","moc","ph",1127,TRUE,0,8,31,16,23,"moco1246","Guaicuruan",-28.097,-60.4145,32,63,0.0092116198010878,"Guaicuruan","Guaicuruan","SE South America",21,0,0,-0.980403425946673
"689",689,"Mofu, South","mif","gm",1598,TRUE,0,5,40,12,35,"mofu1248","Afro-Asiatic",10.567,14.0314,52,102,0.0133330583438228,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,-3,-0.0711688162999812
"690",690,"Moghamo","mgo","gm",1625,TRUE,3,14,50,20,36,"meta1238","Atlantic-Congo",5.88942,9.87416,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,5,-2,0.843450909078256
"691",691,"Moken","mwt","ph",943,TRUE,0,10,32,17,22,"moke1242","Austronesian",10.1474,98.6765,52,147,0.0187002476554002,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.11289209544506
"694",694,"Moloko","mlw","gm",1409,TRUE,6,10,47,16,37,"molo1266","Afro-Asiatic",10.7933,14.2521,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,3,-0.388466542985536
"695",695,"mongo-nkundu","lol","gm",1277,TRUE,4,7,56,19,49,"mong1338","Atlantic-Congo",-1.54228,20.4259,46,106,0.0176527630448718,"Atlantic-Congo","Atlantic-Congo","S Africa",23,4,0,0.881805485493411
"696",696,"Mono","mnh","ph",1143,TRUE,3,8,44,16,36,"mono1270","Atlantic-Congo",4.57915,19.8264,49,105,0.0175021017735043,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,0,3,0.848567954267288
"698",698,"moore","mos","aa",789,TRUE,2,24,43,30,19,"moss1236","Atlantic-Congo",10.4524,-1.17278,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,-1,0.476738667725488
"699",699,"Mori Bawah","xmz","gm",1678,TRUE,0,5,27,10,22,"mori1268","Austronesian",-2.56016,121.37,46,159,0.0180044228535354,"Austronesian","Austronesian","Oceania",23,0,0,0.959385501680308
"700",700,"Moroccan Arabic","ary","spa",133,TRUE,0,4,78,23,74,"moro1292","Afro-Asiatic",32.5,-7.5,64,91,0.00752037014452214,"Afro-Asiatic","Afro-Asiatic","N Africa",24,0,0,-1.35351167573805
"702",702,"Moru","mgd","gm",1293,TRUE,3,9,38,17,29,"moru1253","Central Sudanic",5.1232,30.3287,50,111,0.015742162248446,"Central Sudanic","Central Sudanic","African Savannah",23,0,3,0.460305965042946
"703",703,"Moxo","ign","spa",111,TRUE,0,4,25,12,21,"igna1246","Arawakan",-15.1188,-65.3993,39,61,0.0145083481002331,"Arawakan","Arawakan","NE South America",24,0,0,0.188113012559303
"706",706,"Muher","sgw","gm",1459,TRUE,0,8,42,16,34,"seba1251","Afro-Asiatic",8.11879,37.9891,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23,0,0,-0.254481425295302
"707",707,"Muhiang","aoj","ph",869,TRUE,0,5,22,9,17,"mufi1238","Nuclear Torricelli",-3.57932,142.955,45,170,0.0174953291414141,"Nuclear Torricelli","Nuclear Torricelli","N Coast New Guinea",21,0,0,0.847073837242137
"708",708,"Muna","mnb","ph",1214,TRUE,0,5,33,12,28,"muna1247","Austronesian",-5.40419,122.541,44,159,0.0186075924747475,"Austronesian","Austronesian","Oceania",21,0,0,1.09245134493066
"710",710,"Mundang","mua","gm",1343,TRUE,3,27,67,39,40,"mund1325","Atlantic-Congo",9.83195,14.4751,52,103,0.0132269323290598,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,0,-0.0945813807737345
"712",712,"Mundari","unr","spa",10,TRUE,0,5,37,14,32,"mund1320","Austroasiatic",25.0391,87.1792,60,141,0.0133251709555167,"Austroasiatic","Austroasiatic","Indic",24,0,0,-0.0729088607900952
"714",714,"Mundurukú","myu","ph",1129,TRUE,2,20,39,26,19,"mund1330","Tupian",-8.41095,-57.691,43,65,0.0173340307750583,"Tupian","Tupian","NE South America",21,0,2,0.81148964603087
"718",718,"murle","mur","aa",793,TRUE,0,14,34,22,20,"murl1244","Surmic",6.69756,33.988,50,113,0.015100198284188,"Surmic","Surmic","African Savannah",25,5,-5,0.3186816636256
"719",719,"Muyang","muy","gm",1410,TRUE,5,14,46,20,32,"muya1243","Afro-Asiatic",10.86047,14.21246,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,3,2,-0.388466542985536
"720",720,"mwaghavul ","sur","aa",794,TRUE,0,12,37,20,25,"mwag1236","Afro-Asiatic",9.47205,8.96522,52,100,0.0149418736264569,"Afro-Asiatic","Afro-Asiatic","African Savannah",25,3,-3,0.283753505198166
"722",722,"Mwotlap","mlv","ph",948,TRUE,0,7,22,14,15,"motl1237","Austronesian",-13.6535,167.673,40,183,0.018575786981352,"Austronesian","Austronesian","Oceania",21,0,0,1.08543470375738
"723",723,"myene","mye","gm",1263,TRUE,0,7,36,16,29,"myen1241","Atlantic-Congo",-1.48741,9.50247,46,100,0.0174443715870241,"Atlantic-Congo","Atlantic-Congo","S Africa",23,2,-2,0.83583204106007
"725",725,"nafaanra","nfr","aa",795,TRUE,0,19,44,28,25,"nafa1258","Atlantic-Congo",8.00522,-2.51001,51,94,0.0174215015860528,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,-3,0.830786667657035
"728",728,"Namia","nnm","ph",949,TRUE,0,6,15,12,9,"nami1256","Sepik",-3.85538,141.788,45,169,0.0175709102758353,"Sepik","Sepik","N Coast New Guinea",21,4,-4,0.863747865627991
"730",730,"Nankina","nnk","ph",953,TRUE,0,6,20,11,14,"nank1250","Nuclear Trans New Guinea",-5.80804,146.464,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","N Coast New Guinea",21,0,0,0.612433733519557
"731",731,"Nasioi","nas","spa",60,TRUE,0,10,18,13,8,"naas1242","South Bougainville",-6.46022,155.632,44,177,0.0190899393609169,"South Bougainville","South Bougainville","Oceania",24,2,-2,1.19886236579462
"733",733,"Navaho","nav","spa",66,TRUE,2,16,54,24,38,"nava1243","Athapaskan-Eyak-Tlingit",36.2106,-110.082,66,37,0.00500523415947941,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","Basin and Plains",24,2,0,-1.90837829860685
"736",736,"Nchane","ncr","gm",1600,TRUE,6,18,41,25,23,"ncan1245","Atlantic-Congo",6.50696,10.5312,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,7,-1,0.583512520462875
"742",742,"ndonga","ndo","gm",1269,TRUE,0,5,30,11,25,"ndon1254","Atlantic-Congo",-17.6417,19.1631,38,105,0.00926581954020979,"Atlantic-Congo","Atlantic-Congo","S Africa",23,2,-2,-0.968446368202744
"745",745,"Nez Perce","nez","spa",81,TRUE,0,10,36,20,26,"nezp1238","Sahaptian",46.3073,-116.408,71,34,0.00516837514374514,"Sahaptian","Sahaptian","Basin and Plains",24,0,0,-1.87238760564657
"746",746,"Ngad''a; Ngadha'","nxg","ph",1213,TRUE,0,6,27,11,21,"ngad1261","Austronesian",-8.79508,120.976,42,159,0.0182076588655789,"Austronesian","Austronesian","Oceania",21,0,0,1.00422159814528
"747",747,"Ngalakan","nig","ph",960,TRUE,0,9,26,20,17,"ngal1293","Gunwinyguan",-14.4281,134.716,40,166,0.0135774683457653,"Gunwinyguan","Gunwinyguan","N Australia",21,0,0,-0.0172492854357732
"748",748,"ngambai","sba","aa",799,TRUE,3,13,34,19,21,"ngam1268","Central Sudanic",8.57051,15.414,51,103,0.014364369209596,"Central Sudanic","Central Sudanic","African Savannah",25,3,0,0.156349687917098
"750",750,"Nganikurungkurr","nam","ph",961,TRUE,0,8,28,18,20,"nang1259","Southern Daly",-14.268,131.237,40,164,0.015691807785742,"Southern Daly","Southern Daly","N Australia",21,0,0,0.449197217510765
"751",751,"ngbaka","nga","aa",800,TRUE,0,12,34,19,22,"ngba1285","Atlantic-Congo",2.98887,18.994,49,105,0.0175021017735043,"Atlantic-Congo","Atlantic-Congo","S Africa",25,7,-7,0.848567954267288
"752",752,"ngbandi","ngb","aa",801,TRUE,0,12,31,18,19,"nort2774","Atlantic-Congo",3.56357,21.85251,49,106,0.0178358239063714,"Atlantic-Congo","Atlantic-Congo","S Africa",25,3,-3,0.922190722158064
"753",753,"Ngemba","nge","ph",936,TRUE,2,9,40,17,31,"ngem1255","Atlantic-Congo",5.97864,10.1469,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,2,0,0.843450909078256
"754",754,"Ngiemboon","nnh","gm",1628,TRUE,4,9,30,14,21,"ngie1241","Atlantic-Congo",5.56777,10.1266,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,4,0,0.843450909078256
"756",756,"Ngiti","niy","gm",1470,TRUE,7,5,56,12,51,"ngit1239","Central Sudanic",1.30455,30.2242,48,111,0.0156356601981352,"Central Sudanic","Central Sudanic","S Africa",23,4,3,0.436810442997225
"758",758,"Ngomba","jgo","gm",1411,TRUE,2,6,27,12,21,"ngom1272","Atlantic-Congo",5.63067,10.237,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,0,0.843450909078256
"762",762,"Nias","nia","gm",1674,TRUE,0,6,25,11,19,"nias1242","Austronesian",0.90691,97.4961,47,146,0.0183779379623155,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.04178703711688
"764",764,"Ningil","niz","ph",980,TRUE,0,7,21,14,14,"ning1273","Nuclear Torricelli",-3.49733,142.251,45,170,0.0174953291414141,"Nuclear Torricelli","Nuclear Torricelli","N Coast New Guinea",21,0,0,0.847073837242137
"765",765,"Nishgha","ncg","ph",1130,TRUE,0,10,42,20,32,"nisg1240","Tsimshian",55.199,-129.192,76,27,0.00568517881526807,"Tsimshian","Tsimshian","Alaska-Oregon",21,0,0,-1.75837503948337
"768",768,"North Maluku Malay","max","gm",1689,TRUE,0,6,27,14,21,"nort2828","Austronesian",-0.86437,128.323,47,162,0.0187525773698524,"Austronesian","Austronesian","Oceania",23,0,0,1.12443660520774
"769",769,"North Marquesan","mrq","ph",1205,TRUE,0,10,22,13,12,"nort2845","Austronesian",-8.89412,-140.108,42,21,0.0180427154409479,"Austronesian","Austronesian","Oceania",21,0,0,0.967833267043627
"770",770,"Northern Khmer","kxm","ph",965,TRUE,0,19,43,30,24,"nort2684","Austroasiatic",14.4674,103.863,54,150,0.0178368073076923,"Austroasiatic","Austroasiatic","Southeast Asia",21,0,0,0.922407671290476
"772",772,"Northern Paiute","pao","ph",966,TRUE,0,10,24,15,14,"nort2954","Uto-Aztecan",40.0799,-119.536,68,32,0.00576875053263403,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",21,0,0,-1.7399382007367
"774",774,"Northern Pomo","pej","ph",1135,TRUE,0,10,39,15,29,"nort2966","Pomoan",39.1084,-123.209,67,30,0.00875393048174048,"Pomoan","Pomoan","California",21,2,-2,-1.0813747167475
"775",775,"Northern Saami","sme","uz",2235,TRUE,0,11,74,29,63,"nort2671","Uralic",68.725,22.1113,83,107,0.00384119447738928,"Uralic","Uralic","Inner Asia",22,0,0,-2.16517823750782
"776",776,"Norwegian","nob","spa",159,TRUE,2,19,48,32,29,"norw1259","Indo-European",61.112,8.886,79,100,0.00485189965928516,"Indo-European","Indo-European","Europe",24,2,0,-1.94220557347311
"778",778,"nɔmaa","lem","aa",798,TRUE,2,14,30,21,16,"noma1260","Atlantic-Congo",4.5893,10.9157,49,101,0.0171731030205905,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,2,0,0.77598721587265
"779",779,"nsoʼ","lns","aa",804,TRUE,7,12,45,20,33,"lamn1239","Atlantic-Congo",6.39743,11.0684,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,8,-1,0.583512520462875
"780",780,"Nubi","kcn","ph",967,TRUE,0,5,35,15,30,"nubi1253","Afro-Asiatic",-0.183215,34.7552,47,113,0.0139981181993007,"Afro-Asiatic","Afro-Asiatic","S Africa",21,0,0,0.0755506923902672
"781",781,"Nuer","nus","ph",968,TRUE,0,28,48,37,20,"nuer1246","Nilotic",8.13911,32.3829,51,112,0.0159175540971251,"Nilotic","Nilotic","African Savannah",21,4,-4,0.498999333248098
"785",785,"Nunggubuyu","nuy","spa",49,TRUE,0,5,24,18,19,"nung1290","Gunwinyguan",-14.2623,135.753,40,166,0.0135774683457653,"Gunwinyguan","Gunwinyguan","N Australia",24,0,0,-0.0172492854357732
"790",790,"Nyangumata","nna","spa",45,TRUE,0,7,27,20,20,"nyan1301","Pama-Nyungan",-20.6271,121.391,36,159,0.00631709305749806,"Pama-Nyungan","Pama-Nyungan","N Australia",24,0,0,-1.61896781712482
"792",792,"Nyole","nuj","gm",1447,TRUE,2,10,36,18,26,"nyol1238","Atlantic-Congo",0.88072,33.9181,47,113,0.0139981181993007,"Atlantic-Congo","Atlantic-Congo","S Africa",23,4,-2,0.0755506923902672
"793",793,"Nzema","nzi","gm",1399,TRUE,2,14,40,22,26,"nzim1238","Atlantic-Congo",5.1785,-2.81123,50,94,0.018372138459596,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,3,-1,1.0405076031191
"794",794,"Nzɛbi","nzb","gm",1371,TRUE,2,8,34,15,26,"njeb1242","Atlantic-Congo",-2.18115,12.7063,46,102,0.0163097279137529,"Atlantic-Congo","Atlantic-Congo","S Africa",23,4,-2,0.585517184570613
"795",795,"Obolo","ann","ph",972,TRUE,3,12,37,21,25,"obol1243","Atlantic-Congo",4.62851,7.81985,49,99,0.0185134842851593,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,0,3,1.0716900446862
"796",796,"Ocaina","oca","spa",117,TRUE,2,9,38,17,29,"ocai1244","Huitotoan",-2.159,-72.1422,46,57,0.0184324251146076,"Huitotoan","Huitotoan","NE South America",24,2,0,1.05380750136288
"797",797,"Ojibwa","ojg","spa",72,TRUE,0,11,27,14,16,"east2542","Algic",45.0112,-79.7503,70,53,0.00683108637296037,"Algic","Algic","E North America",24,0,0,-1.50557524637566
"798",798,"Oku","oku","ph",975,TRUE,4,7,29,13,22,"okuu1243","Atlantic-Congo",6.23712,10.5096,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,2,2,0.583512520462875
"800",800,"Oluta Popoluca; Olutec","plo","ph",1207,TRUE,0,12,32,19,20,"olut1240","Mixe-Zoque",17.8937,-94.8863,56,45,0.0160060400019425,"Mixe-Zoque","Mixe-Zoque","Mesoamerica",21,0,0,0.518520295720704
"801",801,"Oneida","one","spa",77,TRUE,0,13,22,16,9,"onei1249","Iroquoian",43.438742,-75.708106,69,55,0.00763722998329448,"Iroquoian","Iroquoian","E North America",24,2,-2,-1.3277311117947
"803",803,"Öñge; Ong; Onge","oon","ph",1206,TRUE,0,8,24,16,16,"onge1236","Jarawa-Onge",10.6926,92.4707,53,144,0.018666048490676,"Jarawa-Onge","Jarawa-Onge","Southeast Asia",21,0,0,1.10534738408619
"807",807,"Oromo, Eastern","hae","gm",1552,TRUE,2,10,60,23,50,"east2652","Afro-Asiatic",8.67428,41.4395,51,117,0.0114529695200078,"Afro-Asiatic","Afro-Asiatic","S Africa",23,2,0,-0.485937060469442
"809",809,"Ossetian","oss","ph",976,TRUE,0,9,39,15,30,"osse1243","Indo-European",41.7882,43.2674,69,118,0.00679422693356643,"Indo-European","Indo-European","Greater Mesopotamia",21,0,0,-1.51370684354535
"812",812,"Otuho","lot","gm",1366,TRUE,3,20,56,34,36,"otuh1238","Nilotic",4.16379,32.6641,49,112,0.015005820452603,"Nilotic","Nilotic","S Africa",23,4,-1,0.297860877395086
"814",814,"Pa-O, Taungthu","blk","ph",1043,TRUE,3,11,34,18,23,"paok1235","Sino-Tibetan",20.211,97.5969,57,146,0.0153743685328283,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,6,-3,0.379166631777952
"815",815,"Pagasinan","pag","gm",1699,TRUE,0,5,21,11,16,"pang1290","Austronesian",15.9377,120.365,55,158,0.0190760986208236,"Austronesian","Austronesian","Oceania",23,0,0,1.19580894651263
"817",817,"Pajade","pbp","gm",1329,TRUE,0,18,43,26,25,"bady1239","Atlantic-Congo",12.6425,-13.4759,54,88,0.0123515508304196,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,0,0,-0.287700153977587
"818",818,"Palauan","pau","ph",977,TRUE,0,12,22,16,10,"pala1344","Austronesian",7.34138,134.476678,51,166,0.0194341103418803,"Austronesian","Austronesian","Oceania",21,0,0,1.27479026433859
"819",819,"Palula (Phalura)","phl","ph",1036,TRUE,0,10,40,18,30,"phal1254","Indo-European",35.5096,71.8421,65,133,0.00991347902719503,"Indo-European","Indo-European","Indic",21,2,-2,-0.825565571915964
"820",820,"Panamint","par","ph",1133,TRUE,0,13,36,23,23,"pana1305","Uto-Aztecan",36.0007,-117.901,66,33,0.006232086749223,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",21,0,0,-1.63772114238263
"821",821,"pandikeri","mhi","aa",807,TRUE,4,10,38,18,28,"madi1260","Central Sudanic",3.62499,31.8471,49,112,0.015005820452603,"Central Sudanic","Central Sudanic","S Africa",25,3,1,0.297860877395086
"823",823,"Pashto","pst","spa",173,TRUE,0,7,38,15,31,"cent1973","Indo-European",31.9153,69.4529,63,131,0.00515201252408702,"Indo-European","Indo-European","Inner Asia",24,0,0,-1.8759973792592
"824",824,"Patep","ptp","ph",1172,TRUE,0,14,44,24,30,"pate1247","Austronesian",-6.91988,146.639,43,172,0.0174866709770785,"Austronesian","Austronesian","Interior New Guinea",21,0,0,0.845163751094228
"825",825,"Pero","pip","gm",1361,TRUE,2,10,30,17,20,"pero1241","Afro-Asiatic",9.62092,11.044,52,101,0.0141151733298368,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,2,0,0.101374339841651
"826",826,"Persian","pes","uz",2205,TRUE,0,6,29,11,23,"west2369","Indo-European",28.6593,55.1586,62,124,0.00682989562567987,"Indo-European","Indo-European","Greater Mesopotamia",22,0,0,-1.50583793830411
